bidder-code,bidder-name,banner,video,native,schain,dchain,tcfeu,coppa,gpp,usp,safeframes,deals,client-adapter,server-adapter,user-ids,mobile-apps,floors,fpd,prebid-member,ortb-blocking,multiformat,aliasOf,adapterFilename
,152Media,yes,yes,yes,yes,no,yes,yes,tcfeu  usp,yes,yes,no,no,yes,none,yes,yes,yes,no,yes,"will-bid-on-any",adkernel,adkernelBidAdapter
1accord,1Accord,yes,yes,yes,yes,no,yes,check with bidder,some (check with bidder),yes,yes,yes,yes,yes,all,check with bidder,yes,yes,no,check with bidder,"will-bid-on-any",nexx360,nexx360BidAdapter
33across,33Across,yes,yes,no,yes,no,yes,yes,some (check with bidder),yes,yes,yes,yes,yes,all,yes,yes,yes,yes,check with bidder,"will-bid-on-any",,33acrossBidAdapter
360playvid,360PlayVid,yes,yes,yes,yes,check with bidder,yes,yes,usstate_all,yes,yes,no,yes,yes,all,yes,yes,no,no,no,"will-bid-on-one",,360playvidBidAdapter
9dotsmedia,9Dots Media,yes,yes,no,yes,check with bidder,yes,yes,some (check with bidder),yes,yes,no,yes,no,britepoolId  criteo  id5Id  identityLink  liveIntentId  netId  parrableId  pubCommonId  unifiedId,check with bidder,check with bidder,check with bidder,yes,check with bidder,check with bidder,adtelligent,adtelligentBidAdapter
a1media,A1Media,yes,yes,yes,yes,no,no,no,None,no,check with bidder,no,yes,no,none,check with bidder,yes,check with bidder,no,partial,"will-bid-on-one",,a1mediaBidAdapter
a4g,A4G,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,a4gBidAdapter
aax,AAX,yes,yes,yes,yes,check with bidder,yes,check with bidder,check with bidder,yes,yes,check with bidder,yes,yes,britepoolId  criteo  id5Id  identityLink  liveIntentId  netId  parrableId  pubCommonId  unifiedId,check with bidder,yes,yes,no,check with bidder,"will-not-bid",medianet,medianetBidAdapter
ablida,ablida,yes,yes,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,ablidaBidAdapter
aceex,Aceex,yes,yes,yes,yes,check with bidder,no,yes,check with bidder,yes,yes,yes,no,yes,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,aceexBidAdapter
acuityads,AcuityAds,yes,yes,yes,yes,check with bidder,yes,yes,some (check with bidder),yes,yes,yes,yes,yes,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,acuityadsBidAdapter
ad2iction,Ad2iction,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,ad2ictionBidAdapter
adWMG,adWMG,yes,no,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,adWMGBidAdapter
adagio,Adagio,yes,yes,yes,yes,no,yes,yes,some (check with bidder),yes,yes,no,yes,yes,all,yes,yes,no,yes,no,"will-bid-on-any",,adagioBidAdapter
adasta,Adasta Media,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,appnexus,appnexusBidAdapter
adbite,Adbite,yes,yes,yes,yes,no,yes,yes,tcfeu  usp,yes,yes,no,yes,no,none,no,yes,yes,no,yes,"will-bid-on-any",adkernel,adkernelBidAdapter
adblender,AdBlender,yes,yes,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,admixer,admixerBidAdapter
adbookpsp,AdBookPSP,yes,yes,no,yes,check with bidder,no,yes,check with bidder,yes,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,adbookpspBidAdapter
adbro,ADBRO,yes,no,no,yes,check with bidder,yes,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,all,check with bidder,yes,check with bidder,no,check with bidder,check with bidder,,adbroBidAdapter
adbutler,AdButler,yes,no,no,check with bidder,check with bidder,no,no,check with bidder,no,yes,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,adbutlerBidAdapter
addefend,AdDefend,yes,no,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,addefendBidAdapter
addigi,Addigi,yes,yes,yes,yes,yes,no,yes,check with bidder,yes,yes,yes,yes,yes,none,yes,yes,no,no,check with bidder,"will-bid-on-any",smarthub,smarthubBidAdapter
adelement,AdElement,yes,yes,yes,yes,check with bidder,yes,yes,check with bidder,yes,check with bidder,check with bidder,no,yes,none,yes,check with bidder,check with bidder,no,check with bidder,"will-bid-on-one",,adelementBidAdapter
adf,AdformOpenRTB,yes,yes,yes,yes,check with bidder,yes,yes,check with bidder,yes,check with bidder,check with bidder,yes,yes,all,check with bidder,yes,check with bidder,yes,check with bidder,"will-bid-on-one",,adfBidAdapter
adfusion,AdFusion,yes,yes,no,no,no,yes,no,None,no,check with bidder,yes,yes,no,none,check with bidder,yes,no,no,yes,"will-bid-on-one",,adfusionBidAdapter
adfusion,AdFusion,yes,yes,no,no,no,yes,no,None,no,check with bidder,yes,yes,no,none,check with bidder,yes,no,no,yes,"will-bid-on-one",,adfusionBidAdapter
adgeneration,Ad Generation,yes,no,yes,yes,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,all,no,check with bidder,yes,no,check with bidder,check with bidder,,adgenerationBidAdapter
adgrid,AdGrid,yes,yes,no,yes,no,no,no,none,no,check with bidder,no,yes,no,none,check with bidder,yes,no,no,no,check with bidder,,adgridBidAdapter
adhash,AdHash,yes,yes,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,"will-bid-on-any",,adhashBidAdapter
adhese,Adhese,yes,yes,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,yes,id5Id,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,,adheseBidAdapter
adinify,Adinify,yes,yes,yes,yes,yes,no,yes,check with bidder,yes,yes,yes,yes,yes,none,yes,yes,no,no,check with bidder,"will-bid-on-any",smarthub,smarthubBidAdapter
adipolo,Adipolo,yes,yes,no,yes,no,yes,yes,check with bidder,yes,yes,yes,yes,yes,none,check with bidder,yes,no,no,yes,"will-bid-on-any",,adipoloBidAdapter
adkernel,AdKernel,yes,yes,yes,yes,no,yes,yes,tcfeu  usp,yes,yes,no,yes,yes,none,yes,yes,yes,no,yes,"will-bid-on-any",,adkernelBidAdapter
adkernelAdn,AdKernelAdn,yes,yes,no,check with bidder,check with bidder,yes,yes,check with bidder,yes,check with bidder,check with bidder,yes,yes,none,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,,adkernelAdnBidAdapter
adklip,Adklip,yes,yes,yes,yes,check with bidder,no,check with bidder,check with bidder,yes,yes,check with bidder,yes,yes,all,yes,yes,yes,no,yes,"will-bid-on-one",aso,asoBidAdapter
adliveconnect,Adliveconnect,yes,yes,yes,yes,check with bidder,yes,yes,some (check with bidder),yes,check with bidder,check with bidder,yes,no,all,no,yes,yes,no,yes,"will-bid-on-one",adkernel,adkernelBidAdapter
adliveplus,Adlive Plus,yes,no,no,yes,no,yes,no,check with bidder,no,yes,yes,yes,no,none,check with bidder,yes,yes,no,no,check with bidder,lucead,luceadBidAdapter
adlivetech,Adlivetech,yes,yes,no,yes,check with bidder,yes,yes,check with bidder,yes,check with bidder,check with bidder,yes,no,all,check with bidder,yes,yes,no,check with bidder,check with bidder,grid,gridBidAdapter
adman,ADman Media,yes,yes,yes,yes,check with bidder,yes,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,yes,uid2  lotamePanoramaId  idx,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,admanBidAdapter
admaru,Admaru,yes,no,no,no,check with bidder,no,check with bidder,check with bidder,no,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,admaruBidAdapter
admatic,AdMatic,yes,yes,yes,yes,no,yes,yes,tcfeu  tcfca  usnat  usstate_all  usp,yes,yes,check with bidder,yes,yes,all,yes,yes,check with bidder,yes,partial,"will-bid-on-any",,admaticBidAdapter
admaticde,AdMatic GMBH,yes,yes,yes,yes,no,yes,yes,tcfeu  tcfca  usnat  usstate_all  usp,yes,yes,check with bidder,yes,yes,all,yes,yes,check with bidder,yes,partial,"will-bid-on-any",admatic,admaticBidAdapter
admedia,admedia,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,admediaBidAdapter
admixer,AdMixer,yes,yes,yes,yes,check with bidder,yes,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,yes,AdmixerID,check with bidder,yes,check with bidder,yes,check with bidder,check with bidder,,admixerBidAdapter
admixeradx,AdmixerADX,yes,yes,yes,yes,check with bidder,yes,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,no,AdmixerID,check with bidder,yes,check with bidder,yes,check with bidder,check with bidder,admixer,admixerBidAdapter
adnimation,Adnimation,yes,yes,no,yes,check with bidder,no,yes,check with bidder,yes,check with bidder,check with bidder,yes,no,all,check with bidder,no,no,no,yes,"will-bid-on-one",limelightDigital,limelightDigitalBidAdapter
adnow,AdNow,yes,no,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,adnowBidAdapter
adnuntius,Adnuntius,yes,yes,yes,check with bidder,check with bidder,yes,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,yes,none,check with bidder,no,yes,no,no,"will-bid-on-any",,adnuntiusBidAdapter
adocean,AdOcean,yes,yes,no,no,no,yes,no,none,no,check with bidder,no,yes,no,gemiusId,check with bidder,no,no,no,no,"will-bid-on-one",,adoceanBidAdapter
adomega,adOmega,yes,yes,yes,yes,no,yes,yes,tcfeu  usp,yes,yes,no,yes,no,none,no,yes,yes,no,yes,"will-bid-on-any",adkernel,adkernelBidAdapter
adoppler,Adoppler,yes,yes,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,no,yes,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,adopplerBidAdapter
adot,Adot,yes,yes,yes,yes,check with bidder,yes,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,yes,pubProvidedId,check with bidder,yes,check with bidder,no,check with bidder,check with bidder,,adotBidAdapter
adpartner,AdPartner,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,adpartnerBidAdapter
adplus,AdPlus,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,all,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,adplusBidAdapter
adpluto,AdPluto,yes,yes,yes,yes,no,yes,yes,tcfeu  usp,yes,yes,no,yes,no,none,no,yes,yes,no,yes,"will-bid-on-any",adkernel,adkernelBidAdapter
adpluto_dsp,AdPluto DSP,yes,yes,yes,yes,check with bidder,yes,yes,some (check with bidder),yes,check with bidder,check with bidder,yes,no,all,no,yes,yes,no,yes,"will-bid-on-one",adkernelAdn,adkernelAdnBidAdapter
adpone,Adpone,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,no,yes,yes,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,adponeBidAdapter
adport,AdPort,yes,yes,yes,yes,no,no,no,none,no,check with bidder,yes,yes,yes,none,yes,yes,yes,no,yes,"will-bid-on-any",adverxo,adverxoBidAdapter
adprime,Adprime,yes,yes,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,yes,none,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,,adprimeBidAdapter
adquery,Adquery,yes,no,no,yes,check with bidder,yes,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,yes,adQuery QiD,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,adqueryBidAdapter
adrelevantis,Adrelevantis,yes,yes,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,yes,no,check with bidder,check with bidder,,adrelevantisBidAdapter
adrino,Adrino,yes,no,yes,check with bidder,check with bidder,yes,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,yes,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,adrinoBidAdapter
adriver,adriver,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,yes,yes,no,sharedId  id5Id  uid2Id  adriverId,check with bidder,yes,check with bidder,no,check with bidder,check with bidder,,adriverBidAdapter
ads_interactive,Ads Interactive,yes,yes,yes,yes,check with bidder,yes,yes,usstate_all,yes,yes,no,yes,yes,all,yes,yes,no,yes,no,"will-bid-on-one",,ads_interactiveBidAdapter
adsinteractive,Ads Interactive,yes,yes,yes,yes,check with bidder,yes,yes,usstate_all,yes,yes,no,yes,yes,all,yes,yes,no,yes,no,"will-bid-on-one",ads_interactive,ads_interactiveBidAdapter
adsolut,adsolut,yes,yes,yes,yes,no,yes,yes,tcfeu  usp,yes,yes,no,yes,no,none,no,yes,yes,no,yes,"will-bid-on-any",adkernel,adkernelBidAdapter
adsparc,AdSparc,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,aardvark,aardvarkBidAdapter
adspirit,AdSpirit,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,adspiritBidAdapter
adstir,adstir,yes,no,no,yes,no,no,no,check with bidder,no,check with bidder,yes,yes,no,none,check with bidder,yes,no,no,yes,check with bidder,,adstirBidAdapter
adsyield,AdsYield,yes,yes,no,yes,check with bidder,no,yes,check with bidder,yes,check with bidder,check with bidder,yes,yes,all,check with bidder,no,no,no,yes,"will-bid-on-one",limelightDigital,limelightDigitalBidAdapter
adt,AdTarget Teknoloji,yes,yes,yes,yes,no,yes,yes,tcfeu  tcfca  usnat  usstate_all  usp,yes,yes,check with bidder,yes,yes,all,check with bidder,yes,check with bidder,no,check with bidder,"will-bid-on-any",admatic,admaticBidAdapter
adtarget,Adtarget,yes,yes,no,yes,check with bidder,yes,yes,check with bidder,yes,check with bidder,check with bidder,yes,yes,britepoolId  criteo  id5Id  identityLink  liveIntentId  netId  parrableId  pubCommonId  unifiedId,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,adtargetBidAdapter
adtg_org,AdTarget.org,yes,yes,no,yes,check with bidder,no,yes,check with bidder,yes,check with bidder,check with bidder,yes,yes,all,check with bidder,no,no,no,yes,"will-bid-on-one",limelightDigital,limelightDigitalBidAdapter
adtelligent,Adtelligent,yes,yes,no,yes,check with bidder,yes,yes,some (check with bidder),yes,yes,check with bidder,yes,yes,all (with commercial activation),check with bidder,check with bidder,check with bidder,yes,check with bidder,check with bidder,,adtelligentBidAdapter
adtonos,AdTonos,yes,yes,no,yes,check with bidder,yes,yes,None,yes,yes,yes,no,yes,none,check with bidder,yes,check with bidder,yes,check with bidder,check with bidder,,adtonosBidAdapter
adtrgtme,Adtarget.me,yes,no,no,no,no,no,no,check with bidder,no,yes,no,yes,yes,none,yes,no,yes,no,check with bidder,"will-bid-on-one",,adtrgtmeBidAdapter
adtrue,AdTrue,yes,no,no,yes,check with bidder,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,adtrueBidAdapter
aduptech,AdUp Technology,yes,no,yes,check with bidder,check with bidder,yes,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,yes,none,check with bidder,yes,check with bidder,no,check with bidder,check with bidder,,aduptechBidAdapter
advangelists,Advangelists,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,yes,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,advangelistsBidAdapter
advertising,Advertising.com,yes,yes,no,yes,no,no,no,some (check with bidder),yes,yes,no,yes,yes,all,yes,yes,no,no,no,"will-bid-on-any",,advertisingBidAdapter
adverxo,Adverxo,yes,yes,yes,yes,no,no,no,none,no,check with bidder,yes,yes,yes,none,yes,yes,yes,no,yes,"will-bid-on-any",,adverxoBidAdapter
AdView,AdView,yes,yes,yes,yes,no,yes,yes,tcfeu  usca,yes,yes,check with bidder,no,yes,none,yes,yes,check with bidder,no,yes,"will-bid-on-any",,AdViewBidAdapter
adxcg,adxcg,yes,yes,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,yes,yes,yes,id5Id  identityLink  pubCommonId  unifiedId,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,,adxcgBidAdapter
adyoulike,Adyoulike,yes,yes,yes,yes,check with bidder,yes,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,yes,criteo  sharedId,check with bidder,yes,check with bidder,no,check with bidder,check with bidder,,adyoulikeBidAdapter
adzymic,Adzymic,yes,yes,yes,yes,check with bidder,yes,no,None,no,check with bidder,check with bidder,yes,no,all,check with bidder,check with bidder,check with bidder,no,check with bidder,"will-bid-on-any",appnexus,appnexusBidAdapter
afp,AFP,yes,yes,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,afpBidAdapter
afront,Afront,yes,yes,yes,yes,check with bidder,no,yes,check with bidder,yes,yes,yes,no,yes,all,check with bidder,yes,no,no,yes,"will-bid-on-one",,afrontBidAdapter
aidem,AIDEM,yes,yes,no,no,no,yes,yes,check with bidder,yes,yes,yes,yes,yes,none,check with bidder,yes,yes,yes,no,check with bidder,,aidemBidAdapter
aja,AJA,yes,no,no,yes,no,no,no,None,no,yes,no,yes,yes,criteo  unifiedId  imuid,check with bidder,no,no,no,check with bidder,check with bidder,,ajaBidAdapter
akcelo,Akcelo,yes,yes,yes,yes,no,no,no,check with bidder,no,yes,no,yes,yes,all,check with bidder,yes,yes,no,no,"will-bid-on-any",,akceloBidAdapter
algorix,AlgoriX,yes,yes,yes,yes,check with bidder,yes,yes,check with bidder,yes,check with bidder,check with bidder,yes,yes,all,yes,check with bidder,check with bidder,yes,check with bidder,check with bidder,,algorixBidAdapter
alkimi,Alkimi,yes,yes,no,yes,check with bidder,yes,yes,check with bidder,yes,check with bidder,check with bidder,yes,yes,all,check with bidder,yes,check with bidder,no,check with bidder,"will-bid-on-any",,alkimiBidAdapter
altstar,Altstar Media,yes,yes,no,yes,check with bidder,no,yes,check with bidder,yes,check with bidder,check with bidder,yes,no,all,check with bidder,no,no,no,yes,"will-bid-on-one",limelightDigital,limelightDigitalBidAdapter
alvads,Alvads,yes,yes,no,no,no,no,yes,none,yes,check with bidder,no,yes,no,none,check with bidder,yes,yes,no,partial,"will-bid-on-any",,alvadsBidAdapter
amcom,Amcom,yes,yes,yes,yes,yes,no,yes,check with bidder,yes,yes,yes,yes,no,none,yes,yes,no,no,check with bidder,"will-bid-on-any",smarthub,smarthubBidAdapter
ampliffy,Ampliffy,yes,yes,yes,check with bidder,check with bidder,yes,check with bidder,check with bidder,check with bidder,yes,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,"will-bid-on-one",,ampliffyBidAdapter
amx,AMX RTB,yes,yes,yes,yes,check with bidder,yes,yes,some (check with bidder),yes,yes,check with bidder,no,yes,all,yes,check with bidder,yes,no,yes,"true",,amxBidAdapter
amx,AMX RTB,yes,yes,no,yes,check with bidder,yes,yes,some (check with bidder),yes,yes,check with bidder,yes,no,all,check with bidder,yes,yes,no,yes,"true",,amxBidAdapter
beyondmedia,AndBeyond.Media,yes,yes,yes,yes,check with bidder,no,yes,check with bidder,yes,check with bidder,check with bidder,yes,yes,none,check with bidder,yes,check with bidder,no,check with bidder,check with bidder,,beyondmediaBidAdapter
aniview,Aniview,yes,yes,no,yes,check with bidder,yes,check with bidder,tcfeu  tcfca  usnat  usstate_all  usp,yes,yes,check with bidder,yes,no,all,check with bidder,yes,check with bidder,no,yes,"will-bid-on-any",,aniviewBidAdapter
anyclip,AnyClip,yes,no,no,yes,no,no,yes,usp,yes,yes,check with bidder,yes,no,none,check with bidder,yes,no,no,yes,"will-not-bid",,anyclipBidAdapter
anzu,Anzu,yes,yes,yes,yes,yes,no,yes,check with bidder,yes,yes,yes,yes,no,none,yes,yes,no,no,check with bidder,"will-bid-on-any",smarthub,smarthubBidAdapter
anzuExchange,Anzu Exchange,yes,yes,no,yes,check with bidder,no,yes,check with bidder,yes,check with bidder,check with bidder,yes,no,all,check with bidder,no,no,no,yes,"will-bid-on-one",limelightDigital,limelightDigitalBidAdapter
aol,AOL,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,no,connectId,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,aolBidAdapter
apacdex,Apacdex,yes,yes,no,yes,check with bidder,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,yes,all,yes,yes,check with bidder,no,check with bidder,check with bidder,,apacdexBidAdapter
apester,Apester,yes,yes,no,yes,check with bidder,no,yes,check with bidder,yes,check with bidder,check with bidder,yes,no,all,check with bidder,no,no,no,yes,"will-bid-on-one",limelightDigital,limelightDigitalBidAdapter
appStockSSP,AppStockSSP,yes,yes,yes,yes,check with bidder,yes,yes,usstate_all,yes,yes,no,yes,yes,all,yes,yes,no,no,no,"will-not-bid",,appStockSSPBidAdapter
appier,Appier,yes,no,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,appierBidAdapter
appierBR,AppierBR,yes,no,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,appier,appierBidAdapter
appierExt,AppierExt,yes,no,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,appier,appierBidAdapter
appierGM,AppierGM,yes,no,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,appier,appierBidAdapter
applogy,Applogy,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,no,yes,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,applogyBidAdapter
appnexus,AppNexus,yes,yes,yes,yes,check with bidder,yes,yes,some (check with bidder),yes,check with bidder,check with bidder,yes,yes,all (with commercial activation),check with bidder,yes,no,yes,check with bidder,check with bidder,,appnexusBidAdapter
appstock,Appstock,yes,yes,yes,yes,check with bidder,no,yes,check with bidder,yes,check with bidder,check with bidder,no,yes,all,check with bidder,no,no,no,yes,"will-bid-on-one",limelightDigital,limelightDigitalBidAdapter
appush,Appush,yes,yes,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,yes,check with bidder,yes,yes,none,check with bidder,yes,no,no,partial,"will-not-bid",,appushBidAdapter
apstream,AP Stream,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,apstreamBidAdapter
artechnology,Artechnology,yes,yes,yes,yes,yes,no,yes,check with bidder,yes,yes,yes,yes,yes,none,yes,yes,no,no,check with bidder,"true",smarthub,smarthubBidAdapter
arteebee,Arteebee,yes,no,no,check with bidder,check with bidder,no,yes,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,arteebeeBidAdapter
aseal,Aseal,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,asealBidAdapter
aso,Adserver.Online,yes,yes,yes,yes,check with bidder,no,check with bidder,check with bidder,yes,yes,check with bidder,yes,yes,all,yes,yes,yes,no,yes,"will-bid-on-one",,asoBidAdapter
astraone,AstraOne,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,astraoneBidAdapter
smarthub,Attekmi,yes,yes,yes,yes,yes,no,yes,check with bidder,yes,yes,yes,yes,yes,none,yes,yes,no,no,check with bidder,"true",,smarthubBidAdapter
audienceNetwork,Audience Network,yes,yes,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,no,yes,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,audienceNetworkBidAdapter
audiencemedia,Audience Media,yes,yes,yes,yes,no,yes,yes,tcfeu  usp,yes,yes,no,yes,no,none,no,yes,yes,no,yes,"will-bid-on-any",adkernel,adkernelBidAdapter
audiencerun,AudienceRun,yes,no,no,yes,check with bidder,yes,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,no,all,check with bidder,yes,check with bidder,no,check with bidder,check with bidder,,audiencerunBidAdapter
automatad,Automatad OpenRTB Bid Adapter,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,yes,none,check with bidder,check with bidder,no,no,check with bidder,check with bidder,,automatadBidAdapter
avantisvideo,Avantis Video,yes,yes,no,yes,check with bidder,yes,check with bidder,check with bidder,yes,yes,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,aniview,aniviewBidAdapter
avct,Avocet,yes,yes,no,yes,check with bidder,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,yes,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,avocet,avocetBidAdapter
axis,Axis,yes,yes,yes,yes,check with bidder,yes,yes,check with bidder,yes,yes,check with bidder,yes,yes,none,check with bidder,yes,no,no,partial,"will-not-bid",,axisBidAdapter
axonix,Axonix,yes,yes,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,yes,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,axonixBidAdapter
bcm,BCM,yes,yes,yes,yes,no,yes,yes,tcfeu  usp,yes,yes,no,yes,no,none,no,yes,yes,no,yes,"will-bid-on-any",adkernel,adkernelBidAdapter
